8.00 W,genomic DNA,,KC013061,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14365.1,445067024,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260A3C06,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260A3C06 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013062,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14366.1,445067026,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260A3D06,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260A3D06 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013063,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14367.1,445067028,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260A3E06,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260A3E06 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013064,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14368.1,445067030,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260A3F06,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260A3F06 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013065,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14369.1,445067032,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260A3G06,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260A3G06 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013066,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14370.1,445067034,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260A4B08,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260A4B08 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013067,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14371.1,445067036,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260A4C08,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260A4C08 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013068,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14372.1,445067038,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260A4D08,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260A4D08 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013069,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14373.1,445067040,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260A4E08,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260A4E08 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013070,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14374.1,445067042,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260A4F08,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260A4F08 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013071,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14375.1,445067044,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260A4G07,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260A4G07 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013072,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14376.1,445067046,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260A4G08,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260A4G08 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013073,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14377.1,445067048,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260A4H07,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260A4H07 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013074,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14378.1,445067050,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260A4H08,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260A4H08 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013075,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14379.1,445067052,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260AAA02,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260AAA02 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013076,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14380.1,445067054,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260AAA03,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260AAA03 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013077,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14381.1,445067056,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260AAA04,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260AAA04 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013078,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
AGE14382.1,445067058,uncultured bacterium,"# Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P. # Bombar,D., Turk-Kubo,K.A., Robidart,J., Carter,B.J. and Zehr,J.P.",9260AAB01,,22-Jun-2011,,06-JUN-2013,"Uncultured bacterium clone 9260AAB01 dinitrogenase reductase (nifH) gene, partial cds.",uncultured bacterium,nifH,,seawater; station ALOHA 25m depth,22.75 N 158.00 W,genomic DNA,,KC013079,# Non-cyanobacterial nifH phylotypes in the North Pacific Subtropical Gyre detected by flow-cytometry cell sorting # Direct Submission,,
